Fecha,Banco,Beneficiario,Cuenta,Id_ATM,Importe,Saldo,folio,tipo
2017-05-08,Banamex,Pedro,151593174293,D100,660.0,13069.604017006463,85798,7
2017-04-07,Banorte,Paco,546767588771,D100,910.0,14788.676460885441,28437,7
2017-05-22,Banamex,Pedro,869708581032,D100,740.0,9678.411759962588,49975,7
2017-03-27,Bancomer,Maria,315755152916,D100,1060.0,3861.2779772239296,35090,7
2017-07-21,Bancomer,Liz,405412797824,D100,1730.0,4146.312240515145,80244,7
2017-04-02,Banamex,Jose,410025029558,D100,120.0,12170.815078147016,86766,7
2017-09-02,Santander,Jose,870534951421,D100,300.0,11905.817390875984,47283,7
2017-04-08,Bancomer,Maria,290597154128,D100,540.0,9033.377141973175,76733,7
2017-11-26,Banorte,Liz,286910293843,D100,390.0,10788.290601619017,93366,7
2017-10-21,Banamex,Paco,332226991064,D100,1260.0,13780.022472936595,88769,7
2017-04-11,Bancomer,Maria,568471084206,D100,640.0,7786.199471195257,10727,7
2017-08-18,Santander,Angelica,527822918109,D100,1350.0,3859.1966258005255,19429,7
2017-05-22,Bancomer,Max,191925365349,D100,690.0,13291.347612954287,32211,7
2017-10-19,Bancomer,Angelica,353394507437,D100,1770.0,8235.173999565279,63685,7
2017-04-10,Banamex,Paco,315866348366,D100,520.0,8053.270306905987,28209,7
2017-05-17,Banorte,Pedro,200595056644,D100,1590.0,9828.279442373387,74579,7
2017-06-17,Banamex,Maria,587425143276,D100,1960.0,6223.830075840426,68544,7
2017-05-12,Banamex,Pedro,651303508790,D100,780.0,10766.368652039246,72940,7
2017-09-17,Banorte,Max,438238106516,D100,1140.0,13422.906280418269,12930,7
2017-11-16,Santander,Angelica,759005355244,D100,50.0,3176.3354004555868,15922,7
2017-08-19,Banamex,Max,360218592920,D100,1330.0,5836.464663105389,90889,7
2017-03-18,Santander,Liz,559006162656,D100,760.0,4340.325818968244,37649,7
2017-09-01,Bancomer,Jose,407649795384,D100,1230.0,8350.922361353096,46029,7
2017-08-11,Santander,Pedro,505534540266,D100,920.0,11022.58721543451,55101,7
2017-10-09,Banamex,Omar,231988533178,D100,60.0,8963.342106192344,69457,7
2017-11-25,Santander,Liz,191925365349,D100,100.0,13684.846883304011,81421,7
2017-06-18,Bancomer,Pedro,685347630617,D100,150.0,9744.27221894705,26050,7
2017-09-08,Banamex,Liz,780662348592,D100,250.0,13741.566394900692,11831,7
2017-11-07,Santander,Omar,185336260240,D100,90.0,7556.6255834056865,61789,7
2017-04-27,Banamex,Max,266823957904,D100,1510.0,8464.4447910027,37504,7
2017-10-23,Santander,Liz,650563234867,D100,1200.0,9968.058148949602,78944,7
2017-10-14,Banamex,David,367086901960,D100,530.0,5270.576441098753,17099,7
2017-04-06,Santander,Paco,191925365349,D100,310.0,12428.396257298667,14324,7
2017-09-02,Santander,Jose,149083983868,D100,680.0,10701.216549414163,69086,7
2017-04-26,Banorte,Jose,101432779195,D100,1240.0,10690.816470548561,58651,7
2017-10-02,Bancomer,Max,470631993956,D100,3660.0,7251.04219774809,22303,7
2017-09-20,Santander,Max,314531985859,D100,1190.0,6817.418639385869,48588,7
2017-11-06,Bancomer,Max,196963593497,D100,330.0,5412.649462578294,51639,7
2017-04-05,Banamex,Omar,832187162641,D100,510.0,14419.757237494065,48872,7
2017-08-08,Banorte,Maria,811193712003,D100,2970.0,9728.67451685126,82668,7
2017-06-27,Santander,Paco,353394507437,D100,330.0,13695.8339700197,36479,7
2017-03-20,Bancomer,Maria,894746447648,D100,1720.0,14702.900824490143,19712,7
2017-11-21,Bancomer,Maria,560480977939,D100,280.0,6711.899416957303,19689,7
2017-09-15,Banorte,David,766966054611,D100,130.0,8225.703643233057,68861,7
2017-10-29,Bancomer,Maria,231988533178,D100,780.0,5429.960681313444,30393,7
2017-08-29,Banamex,Max,560286508062,D100,570.0,13291.63928146244,28039,7
2017-05-18,Santander,Max,818200456557,D100,1440.0,9942.164432382619,78281,7
2017-08-10,Banamex,Pedro,407978437550,D100,370.0,4798.1012230142405,69692,7
2017-06-10,Santander,Omar,836591024994,D100,60.0,10805.819331301103,53501,7
2017-10-10,Santander,Omar,402394650856,D100,820.0,13204.144891453618,70787,7
2017-03-22,Banamex,Pedro,402394650856,D100,490.0,13875.459636017102,14478,7
2017-05-06,Banorte,Angelica,714949644287,D100,900.0,13245.256052857278,65277,7
2017-03-02,Bancomer,Max,894746447648,D100,420.0,12431.199693568235,58472,7
2017-08-12,Bancomer,Pedro,338108958110,D100,510.0,7184.4799766633105,99476,7
2017-09-12,Banamex,Pedro,385696961242,D100,2100.0,7549.594094296015,31008,7
2017-03-27,Banamex,Pedro,367086901960,D100,530.0,11414.510133277747,54875,7
2017-04-24,Bancomer,Max,406246153708,D100,2410.0,4662.261055641706,87605,7
2017-03-20,Banamex,Omar,125851757485,D100,430.0,6160.42878991604,18441,7
2017-05-05,Banamex,Paco,869708581032,D100,1220.0,6810.374326465128,76647,7
2017-10-09,Bancomer,Liz,338356974459,D100,470.0,10412.395808051811,48064,7
2017-09-03,Santander,Omar,310992766947,D100,440.0,8844.205437615114,48892,7
2017-11-06,Banorte,Omar,428816229623,D100,850.0,4363.889668728304,33965,7
2017-10-02,Bancomer,Max,218107375793,D100,430.0,14774.83283878725,88965,7
2017-07-27,Banorte,Paco,185336260240,D100,1320.0,7315.31570774376,38125,7
2017-07-18,Banamex,David,156840387864,D100,1110.0,8666.296705648674,67162,7
2017-03-08,Bancomer,Paco,588002748652,D100,1020.0,7588.638971633416,94507,7
2017-04-18,Santander,Angelica,730373604510,D100,1280.0,6051.462956967387,62649,7
2017-09-07,Santander,Jose,272335507643,D100,480.0,6739.984548426258,79621,7
2017-06-24,Banorte,Maria,410025029558,D100,710.0,7100.581459902172,59700,7
2017-08-13,Banorte,Jose,364717412705,D100,880.0,12765.248794427405,38244,7
2017-07-02,Bancomer,Jose,193388171054,D100,1010.0,14476.081110458887,61112,7
2017-03-02,Santander,Omar,572799061968,D100,650.0,14633.775196281209,57274,7
2017-05-09,Banamex,David,685347630617,D100,1700.0,14177.956829411423,20269,7
2017-06-13,Banamex,Paco,477704040230,D100,220.0,3717.366486712497,12309,7
2017-07-14,Santander,David,463044404662,D100,400.0,4164.062967896063,60094,7
2017-07-19,Santander,Pedro,432418800886,D100,390.0,12032.17397709635,96009,7
2017-07-01,Bancomer,Paco,120023086458,D100,2290.0,12875.670402380745,72751,7
2017-04-11,Bancomer,Jose,637637386546,D100,260.0,12202.715937887991,44090,7
2017-04-18,Banamex,Maria,202077288890,D100,1150.0,6139.886215904417,33807,7
2017-09-28,Banamex,Max,516460926376,D100,720.0,6469.945231664154,46845,7
2017-05-02,Bancomer,Max,770330422131,D100,900.0,12898.042806576563,83729,7
2017-10-08,Bancomer,David,880478463834,D100,1080.0,14257.779622108816,86895,7
2017-07-04,Banamex,Pedro,646719989489,D100,450.0,6433.642898765567,60274,7
2017-06-01,Santander,Omar,811193712003,D100,290.0,11648.12782840364,55923,7
2017-08-29,Bancomer,Angelica,227095932965,D100,710.0,4396.045152584153,26974,7
2017-05-08,Santander,Paco,389662662370,D100,1150.0,4574.52447081396,80064,7
2017-03-22,Bancomer,Omar,429070791836,D100,1070.0,9118.331760961519,89263,7
2017-04-24,Santander,Liz,770330422131,D100,310.0,3043.5119628176617,66947,7
2017-04-07,Santander,Maria,162897949521,D100,950.0,13619.512836726797,57202,7
2017-04-22,Bancomer,Max,855831544098,D100,110.0,14630.641022325653,89302,7
2017-11-17,Banamex,Omar,338356974459,D100,1240.0,9910.597004260213,88536,7
2017-08-13,Santander,David,663835594342,D100,2450.0,7177.973977912813,40910,7
2017-05-13,Bancomer,Angelica,156840387864,D100,630.0,13935.015150528057,44413,7
2017-03-04,Banorte,Pedro,385696961242,D100,100.0,9282.06576502017,11665,7
2017-08-16,Banorte,Jose,836534095129,D100,1720.0,12885.272872494912,15590,7
2017-11-27,Santander,Pedro,364717412705,D100,1050.0,13164.366196932671,58289,7
2017-06-13,Banorte,David,398439661683,D100,1310.0,14068.23500807599,21582,7
2017-09-21,Bancomer,Max,411441659006,D100,880.0,9554.22969476748,65001,7
2017-08-04,Bancomer,Omar,587425143276,D100,540.0,6265.092285222872,10859,7
2017-11-13,Bancomer,Paco,325381255671,D100,600.0,6421.601855445029,96732,7
2017-03-20,Banamex,David,151593174293,D100,1520.0,3449.5515243301056,49347,7
2017-03-05,Banamex,David,870534951421,D100,1850.0,13110.35890612133,24708,7
2017-11-10,Santander,Paco,725871181069,D100,2130.0,4309.47267395531,62100,7
2017-10-17,Santander,Liz,663835594342,D100,880.0,8768.621397526007,74354,7
2017-07-29,Bancomer,Max,546767588771,D100,440.0,4183.9777481064,39334,7
2017-09-27,Bancomer,Omar,755260535548,D100,1080.0,6231.290072242818,16018,7
2017-05-15,Banorte,Max,504582308532,D100,2730.0,7956.457464022622,38555,7
2017-08-01,Banorte,Omar,637637386546,D100,1880.0,6711.4202318815005,46908,7
2017-09-26,Santander,Maria,815959834714,D100,390.0,9125.725115052788,87142,7
2017-05-14,Santander,Jose,786022248951,D100,230.0,9807.83515363056,15388,7
2017-04-02,Santander,Jose,869708581032,D100,2440.0,13928.80948142065,71746,7
2017-08-24,Bancomer,Omar,315866348366,D100,500.0,12908.377861396035,38309,7
2017-05-17,Santander,Jose,406246153708,D100,720.0,14015.669536899357,95184,7
2017-10-28,Bancomer,Omar,101432779195,D100,240.0,10813.84214184132,57478,7
2017-10-16,Banamex,Pedro,516460926376,D100,490.0,3592.595246270599,26672,7
2017-06-27,Bancomer,Liz,527822918109,D100,470.0,9150.687031906655,87556,7
2017-07-06,Banorte,Pedro,411441659006,D100,320.0,9384.932385690823,18740,7
2017-11-10,Santander,Jose,412820654894,D100,690.0,12340.347038392194,32398,7
2017-11-23,Santander,Liz,359319207891,D100,2450.0,3095.474170346081,18594,7
2017-08-29,Banamex,Omar,101432779195,D100,490.0,9970.72105356318,75118,7
2017-03-12,Banamex,Angelica,527822918109,D100,150.0,8099.2660092991955,30146,7
2017-11-19,Banorte,Omar,799834020484,D100,350.0,11694.118862934023,39938,7
2017-03-14,Banorte,Jose,130128273314,D100,110.0,10400.170299320594,33482,7
2017-10-02,Banorte,Liz,406401970277,D100,1310.0,10530.9636037486,20886,7
2017-08-28,Banamex,Pedro,365985481008,D100,80.0,12313.115838893953,37018,7
2017-03-13,Bancomer,Jose,482715350230,D100,1790.0,13902.448688663077,81110,7
2017-10-24,Banamex,Pedro,289309182088,D100,340.0,12390.550215464822,85704,7
2017-09-01,Bancomer,Pedro,268434918840,D100,390.0,3545.2786603093527,91894,7
2017-09-16,Banorte,Pedro,400880207676,D100,210.0,12516.261956895294,12938,7
2017-07-08,Bancomer,Max,663835594342,D100,950.0,7284.94269586595,21722,7
2017-07-15,Santander,Pedro,481625347913,D100,990.0,3055.755922498448,13729,7
2017-08-03,Banamex,Paco,855627471990,D100,1870.0,7788.6692950811685,32151,7
2017-08-27,Bancomer,Omar,149220853031,D100,2090.0,6637.172151337031,77920,7
2017-10-16,Bancomer,Omar,400880207676,D100,1830.0,4399.888117635747,74442,7
2017-11-11,Banamex,David,609522984428,D100,1430.0,12222.679544532622,63309,7
2017-09-12,Banorte,Jose,268434918840,D100,510.0,12050.895840625719,21142,7
2017-11-13,Santander,Jose,696212604988,D100,50.0,11867.142775066197,40829,7
2017-08-16,Banamex,Maria,575698306766,D100,960.0,6637.656524491406,73607,7
2017-11-08,Santander,Paco,836534095129,D100,630.0,3809.3801726809124,84210,7
2017-07-24,Santander,Paco,232535296434,D100,540.0,7667.84823579851,27039,7
2017-06-10,Banorte,Jose,101432779195,D100,520.0,12263.668676470332,62556,7
2017-03-06,Banorte,Liz,338108958110,D100,3700.0,11663.487955325423,23351,7
2017-11-27,Banamex,Angelica,364717412705,D100,1570.0,13208.831443019431,58272,7
2017-08-24,Banorte,Maria,387593632978,D100,430.0,4995.426992859078,25975,7
2017-06-02,Banorte,David,628038461014,D100,410.0,14441.429554175644,95087,7
2017-04-18,Bancomer,Jose,692863413201,D100,820.0,9319.876952202752,63495,7
2017-06-24,Bancomer,Angelica,343679899048,D100,770.0,10518.041854020541,83486,7
2017-10-06,Banorte,Jose,786280186289,D100,1250.0,12640.32747371158,53676,7
2017-11-19,Banorte,Omar,568471084206,D100,190.0,3881.6549845963946,11482,7
2017-11-03,Banamex,Paco,293239985245,D100,1460.0,14603.268708241336,35763,7
2017-08-25,Santander,Paco,246786209412,D100,660.0,12418.748962918646,27247,7
2017-07-28,Banorte,Pedro,125851757485,D100,620.0,5481.093502147942,70751,7
2017-11-02,Bancomer,Jose,527822918109,D100,450.0,12165.191173560257,63973,7
2017-06-23,Banorte,Paco,272335507643,D100,660.0,13884.462058088558,76638,7
2017-09-14,Bancomer,Paco,885924788568,D100,120.0,13886.003684298665,45402,7
2017-05-12,Banorte,Angelica,504582308532,D100,310.0,4210.9580120762275,51812,7
2017-05-27,Banamex,David,149083983868,D100,430.0,14190.063716025972,26391,7
2017-05-05,Santander,Max,869708581032,D100,1790.0,7782.755035560538,42955,7
2017-11-05,Banamex,Maria,836110387078,D100,640.0,6700.747182754678,65220,7
2017-08-13,Santander,Pedro,290597154128,D100,140.0,8689.024740650551,70480,7
2017-07-26,Santander,David,222020061489,D100,220.0,12476.202213087674,12624,7
2017-08-12,Banorte,Pedro,287469431262,D100,1160.0,5269.8366269621265,55733,7
2017-05-05,Bancomer,Liz,191925365349,D100,840.0,12297.345594529788,20202,7
2017-04-07,Banamex,Jose,645007061458,D100,870.0,3430.570626680861,59642,7
2017-11-08,Bancomer,Angelica,870619003267,D100,1120.0,6433.996098248135,82519,7
2017-04-06,Banamex,Pedro,325381255671,D100,590.0,3404.923507122061,74538,7
2017-10-17,Banamex,Jose,879007360198,D100,590.0,11883.23796496047,78864,7
2017-04-11,Banamex,Angelica,219871502424,D100,970.0,5465.64460688992,46206,7
2017-10-20,Santander,Liz,360218592920,D100,670.0,5266.783213749278,65433,7
2017-10-15,Banorte,David,367086901960,D100,870.0,6766.716459292691,43604,7
2017-03-01,Banamex,Max,625524912233,D100,180.0,14655.242887965242,96640,7
2017-04-21,Bancomer,Liz,711800725038,D100,1620.0,3230.098544460493,25601,7
2017-03-11,Banorte,David,219871502424,D100,210.0,5254.719427370319,85617,7
2017-11-18,Santander,Max,481625347913,D100,220.0,5508.990667162367,23339,7
2017-10-17,Santander,Liz,246786209412,D100,830.0,11083.739266392497,47775,7
2017-10-24,Santander,Maria,389568534625,D100,50.0,5452.88241557372,73112,7
2017-03-28,Santander,Omar,587425143276,D100,250.0,10811.5096171604,54948,7
2017-11-15,Banamex,Paco,546767588771,D100,1600.0,6271.101837029297,92398,7
2017-05-25,Banamex,Max,403395834262,D100,1230.0,5156.771962755528,78276,7
2017-03-15,Santander,Pedro,162897949521,D100,880.0,11755.818449497392,61893,7
2017-06-08,Banorte,Jose,338108958110,D100,500.0,3244.5170991725745,99898,7
2017-07-18,Banorte,David,407804468698,D100,300.0,9299.262932648311,66376,7
2017-04-18,Santander,David,274838292608,D100,930.0,5022.449724168893,41630,7
2017-10-25,Banamex,Omar,360218592920,D100,1610.0,5865.468972174085,46901,7
2017-05-13,Banamex,Paco,729752022877,D100,1470.0,7717.797038017857,86690,7
2017-04-05,Bancomer,Paco,276266994540,D100,1440.0,9626.79594170115,50646,7
2017-03-09,Banamex,Omar,310576676923,D100,940.0,10598.726993820506,79084,7
2017-07-19,Santander,David,222020061489,D100,320.0,10659.455728473753,76263,7
2017-07-24,Banamex,Pedro,503092486140,D100,30.0,9255.573642046194,96046,7
2017-05-27,Bancomer,Omar,796078932876,D100,1200.0,14772.842774528555,99388,7
2017-11-06,Santander,Pedro,407649795384,D100,1020.0,8707.36582038832,13934,7
2017-05-27,Banamex,Angelica,407804468698,D100,990.0,5066.840786385941,20983,7
2017-07-26,Banorte,Liz,898095383668,D100,200.0,13716.314543604378,77968,7
2017-07-21,Banorte,Jose,286910293843,D100,150.0,4886.002670178584,89283,7
2017-09-13,Bancomer,Paco,325381255671,D100,410.0,13942.44617115837,94810,7
2017-11-25,Banorte,Jose,274838292608,D100,1000.0,6187.738431688809,93630,7
2017-10-11,Bancomer,Liz,398439661683,D100,900.0,6906.45371578283,80629,7
2017-08-22,Banorte,Paco,560897880915,D100,1320.0,14965.162125481951,76766,7
2017-07-14,Santander,Liz,239697124332,D100,180.0,10178.547369938755,94859,7
2017-04-16,Santander,Max,405412797824,D100,390.0,7289.6941912924885,39230,7
2017-05-11,Bancomer,Max,832187162641,D100,1610.0,14132.271686723365,26264,7
2017-09-13,Banorte,Pedro,198327425326,D100,1930.0,3307.956012776104,91511,7
2017-05-05,Banamex,Maria,572799061968,D100,480.0,11771.81661625296,49895,7
2017-07-29,Banorte,Jose,587425143276,D100,970.0,10719.22315770495,99677,7
2017-05-07,Banorte,Maria,682823049265,D100,300.0,8098.648492061721,13521,7
2017-05-14,Banamex,Omar,701328776059,D100,300.0,12915.809685532637,66193,7
2017-04-21,Banorte,Omar,719973335320,D100,2120.0,7162.176907973228,82005,7
2017-08-28,Santander,Maria,880478463834,D100,370.0,6625.403114601127,98840,7
2017-10-17,Banamex,Max,293239985245,D100,1020.0,8526.391015653448,72937,7
2017-04-09,Bancomer,Angelica,869708581032,D100,820.0,8008.266304701804,27911,7
2017-11-28,Santander,Jose,794370265287,D100,430.0,3593.187585858391,35432,7
2017-04-06,Bancomer,Pedro,799834020484,D100,660.0,7546.153230098198,15526,7
2017-05-02,Banamex,Jose,671599148769,D100,690.0,11639.32326699078,60358,7
2017-05-25,Banamex,Omar,179471115747,D100,1100.0,7015.074357875701,39356,7
2017-10-29,Banamex,Maria,292681285898,D100,1400.0,12016.736549285024,83327,7
2017-10-09,Banorte,Angelica,628038461014,D100,1550.0,13522.018127920823,93360,7
2017-03-23,Banorte,Pedro,691667790416,D100,1800.0,3029.512552206485,33839,7
2017-09-15,Banamex,Liz,766966054611,D100,200.0,6836.1573978507595,56972,7
2017-05-15,Banamex,David,407649795384,D100,90.0,8659.526952128126,93229,7
2017-03-25,Santander,Jose,407804468698,D100,290.0,11594.949263808092,10585,7
2017-08-28,Banamex,Liz,403395834262,D100,410.0,14464.744329519264,17261,7
2017-06-16,Bancomer,Omar,516460926376,D100,670.0,4233.06821618177,81822,7
2017-10-06,Banorte,David,406246153708,D100,1500.0,10721.727212327209,89029,7
2017-08-26,Banorte,Max,389568534625,D100,680.0,7370.065956951213,59954,7
2017-07-24,Banamex,Paco,729872363084,D100,430.0,11445.320943864463,84621,7
2017-09-08,Bancomer,David,727145428794,D100,410.0,9488.978830662109,19489,7
2017-06-27,Santander,Paco,587425143276,D100,970.0,9365.504059684063,71469,7
2017-07-24,Bancomer,Omar,836110387078,D100,970.0,13141.854957697702,50642,7
2017-08-23,Banamex,Liz,156840387864,D100,690.0,10042.50630784382,77799,7
